"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Sentence1]]]]: Once seated , the anonymous [[jurors]] [[will]] be driven back and forth to court in vans with tinted windows to protect their identities .<SPLIT>[[[[Sentence2]]]]: The judge planned to have the anonymous jurors driven back and forth to court in vans with tinted windows to protect their identities .","[[[[Sentence1]]]]: Once seated , the anonymous [[juries]] [[go]] be driven back and forth to court in vans with tinted windows to protect their identities .<SPLIT>[[[[Sentence2]]]]: The judge planned to have the anonymous jurors driven back and forth to court in vans with tinted windows to protect their identities .",0.04141378402709961,0.6914746165275574,1,0,1,61,"Successful"
"[[[[Sentence1]]]]: She was [[taken]] by ambulance to Charing [[Cross]] [[Hospital]] in [[Hammersmith]] .<SPLIT>[[[[Sentence2]]]]: She was [[taken]] to Charing Cross [[Hospital]] , where she [[remained]] [[critically]] [[ill]] last [[night]] .","[[[[Sentence1]]]]: She was [[took]] by ambulance to Charing [[Crosses]] [[Outpatient]] in [[Charing]] .<SPLIT>[[[[Sentence2]]]]: She was [[grabbed]] to Charing Cross [[Hospitalized]] , where she [[reared]] [[immensely]] [[unwell]] last [[afternoon]] .",0.026674926280975342,0.09025359153747559,0,0,0,485,"Failed"
"[[[[Sentence1]]]]: Pappas said he wouldn 't hesitate about asking Graham to [[substitute]] .<SPLIT>[[[[Sentence2]]]]: Pappas , the teacher , said he wouldn 't [[hesitate]] having Graham as a substitute .","[[[[Sentence1]]]]: Pappas said he wouldn 't hesitate about asking Graham to [[substituting]] .<SPLIT>[[[[Sentence2]]]]: Pappas , the teacher , said he wouldn 't [[hesitation]] having Graham as a substitute .",0.0056487321853637695,0.9090227484703064,1,0,1,52,"Successful"
"[[[[Sentence1]]]]: "" There is no doubt about the chemical programme , biological programme , indeed nuclear programme , indeed all that was [[documented]] by the UN , "" he said .<SPLIT>[[[[Sentence2]]]]: He added : "" There is no doubt about the chemical [[programme]] , the biological [[programme]] and indeed the nuclear [[weapons]] programme .","[[[[Sentence1]]]]: "" There is no doubt about the chemical programme , biological programme , indeed nuclear programme , indeed all that was [[documenting]] by the UN , "" he said .<SPLIT>[[[[Sentence2]]]]: He added : "" There is no doubt about the chemical [[agendas]] , the biological [[agendas]] and indeed the nuclear [[submachine]] programme .",0.008829236030578613,0.5470108985900879,0,1,0,142,"Successful"
"[[[[Sentence1]]]]: He [[said]] the attackers left behind leaflets [[urging]] staff at the Ishtar [[Sheraton]] to stop [[working]] at the hotel and [[demanding]] U.S. [[forces]] leave Iraq .<SPLIT>[[[[Sentence2]]]]: He [[said]] the attackers left behind leaflets urging workers at the Ishtar Sheraton to [[stop]] working at the hotel .","[[[[Sentence1]]]]: He [[pointed]] the attackers left behind leaflets [[asked]] staff at the Ishtar [[Wyndham]] to stop [[employed]] at the hotel and [[petition]] U.S. [[militar]] leave Iraq .<SPLIT>[[[[Sentence2]]]]: He [[affirmed]] the attackers left behind leaflets urging workers at the Ishtar Sheraton to [[arrest]] working at the hotel .",0.015391409397125244,0.5565649271011353,0,1,0,375,"Successful"
"[[[[Sentence1]]]]: [[Deirdre]] Hisler , Government Canyon 's manager , said the [[state]] has long [[had]] its [[eye]] on this piece of property and is eager to complete the deal to [[obtain]] it .<SPLIT>[[[[Sentence2]]]]: [[Deirdre]] Hisler , [[Government]] Canyon 's [[manager]] , [[said]] the [[state]] long has coveted this piece of property , and is eager to complete the [[deal]] .","[[[[Sentence1]]]]: [[Maeve]] Hisler , Government Canyon 's manager , said the [[sate]] has long [[did]] its [[look]] on this piece of property and is eager to complete the deal to [[learn]] it .<SPLIT>[[[[Sentence2]]]]: [[Divya]] Hisler , [[Vlado]] Canyon 's [[chief]] , [[saying]] the [[goverment]] long has coveted this piece of property , and is eager to complete the [[process]] .",0.006018698215484619,0.5134137868881226,1,0,1,394,"Successful"
"[[[[Sentence1]]]]: [[With]] the [[Expose]] [[feature]] , all [[open]] windows [[shrink]] to fit on the screen but are still clear enough to [[identify]] .<SPLIT>[[[[Sentence2]]]]: With the [[Expose]] ( ex-poh-SAY ) feature , all the open [[windows]] on the desktop [[immediately]] shrink to fit on the screen but are still clear enough to [[identify]] .","[[[[Sentence1]]]]: [[Avec]] the [[Contour]] [[idiosyncrasies]] , all [[unlocked]] windows [[shrinkage]] to fit on the screen but are still clear enough to [[found]] .<SPLIT>[[[[Sentence2]]]]: With the [[Outlining]] ( ex-poh-SAY ) feature , all the open [[ventana]] on the desktop [[squarely]] shrink to fit on the screen but are still clear enough to [[ascertained]] .",0.0036839842796325684,0.8852918744087219,1,0,1,302,"Successful"
"[[[[Sentence1]]]]: [[He]] [[faces]] a [[maximum]] sentence of 59 to 87 [[years]] in prison if convicted .<SPLIT>[[[[Sentence2]]]]: Iffel was hit with 22 weapons [[charges]] and faces up to 87 [[years]] in [[prison]] if [[convicted]] .","[[[[Sentence1]]]]: [[It]] [[facing]] a [[widest]] sentence of 59 to 87 [[decades]] in prison if convicted .<SPLIT>[[[[Sentence2]]]]: Iffel was hit with 22 weapons [[accuse]] and faces up to 87 [[aging]] in [[imprisons]] if [[accuser]] .",0.015136420726776123,0.514072060585022,0,1,0,269,"Successful"
"[[[[Sentence1]]]]: Elan would receive an additional $ 25 million in January if Skelaxin retains patent exclusivity , and get a cut of sales on a sliding scale through 2021 .<SPLIT>[[[[Sentence2]]]]: Elan would receive an additional $ 25 million in January if Skelaxin retains patent exclusivity and would also get a five percent share of sales from 2005 .","[[[[Sentence1]]]]: Elan would receive an additional $ 25 million in January if Skelaxin retains patent exclusivity , and get a cut of sales on a sliding scale through 2021 .<SPLIT>[[[[Sentence2]]]]: Elan would receive an additional $ 25 million in January if Skelaxin retains patent exclusivity and would also get a five percent share of sales from 2005 .",0.8381129503250122,0.8381129503250122,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: [[Still]] , he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East [[guidelines]] .<SPLIT>[[[[Sentence2]]]]: [[Still]] , he noted that Miami must decide whether to seek A.C.C. membership by June 30 to adhere to Big East [[guidelines]] .","[[[[Sentence1]]]]: [[Alternatively]] , he noted Miami must decide whether to seek ACC membership for the next school year by June 30 to adhere to Big East [[aimer]] .<SPLIT>[[[[Sentence2]]]]: [[So]] , he noted that Miami must decide whether to seek A.C.C. membership by June 30 to adhere to Big East [[guideline]] .",0.0033192038536071777,0.7671524286270142,1,0,1,183,"Successful"
"[[[[Sentence1]]]]: Police today charged three men , one aged 28 and two aged 26 , with attempted murder , torture , rape , assault occasioning bodily harm , armed robbery and burglary .<SPLIT>[[[[Sentence2]]]]: Four men were arrested and have been charged with attempted murder , torture , rape , assault , armed robbery and [[burglary]] .","[[[[Sentence1]]]]: Police today charged three men , one aged 28 and two aged 26 , with attempted murder , torture , rape , assault occasioning bodily harm , armed robbery and burglary .<SPLIT>[[[[Sentence2]]]]: Four men were arrested and have been charged with attempted murder , torture , rape , assault , armed robbery and [[ransacked]] .",0.006043434143066406,0.7250775098800659,1,0,1,85,"Successful"
"[[[[Sentence1]]]]: The new policy [[gives]] greatest weight to grades , test scores and a student 's high school curriculum .<SPLIT>[[[[Sentence2]]]]: Academic achievement -- including grades , test scores and high school curriculum -- are given the highest [[priority]] .","[[[[Sentence1]]]]: The new policy [[offerings]] greatest weight to grades , test scores and a student 's high school curriculum .<SPLIT>[[[[Sentence2]]]]: Academic achievement -- including grades , test scores and high school curriculum -- are given the highest [[focusing]] .",0.004132866859436035,0.959236204624176,1,0,1,91,"Successful"
"[[[[Sentence1]]]]: McGill also [[detailed]] the hole that had been [[cut]] in the Caprice 's trunk .<SPLIT>[[[[Sentence2]]]]: McGill also said a dark [[glove]] was stuffed into a hole that had been cut in the Caprice 's trunk .","[[[[Sentence1]]]]: McGill also [[scrupulous]] the hole that had been [[slitting]] in the Caprice 's trunk .<SPLIT>[[[[Sentence2]]]]: McGill also said a dark [[gant]] was stuffed into a hole that had been cut in the Caprice 's trunk .",0.023847341537475586,0.8497580885887146,0,1,0,109,"Successful"
"[[[[Sentence1]]]]: ImClone [[Systems]] [[Inc]]. and OSI [[Pharmaceuticals]] Inc. are developing [[similar]] [[medications]] , [[designed]] to [[target]] tumor [[cells]] while [[sparing]] [[healthy]] [[ones]] .<SPLIT>[[[[Sentence2]]]]: Iressa is similar to medicines being developed by ImClone Systems Inc. and OSI Pharmaceuticals Inc . , [[designed]] to precisely [[target]] [[tumor]] cells while [[sparing]] [[healthy]] [[ones]] .","[[[[Sentence1]]]]: ImClone [[Project]] [[Lnc]]. and OSI [[Narcotic]] Inc. are developing [[same]] [[medicine]] , [[intent]] to [[targets]] tumor [[cell]] while [[preserves]] [[salubrious]] [[persons]] .<SPLIT>[[[[Sentence2]]]]: Iressa is similar to medicines being developed by ImClone Systems Inc. and OSI Pharmaceuticals Inc . , [[intended]] to precisely [[targeting]] [[tumors]] cells while [[bookings]] [[cleanest]] [[folks]] .",0.003101825714111328,0.5045710802078247,1,0,1,553,"Successful"
"[[[[Sentence1]]]]: Shares in EDS closed on Thursday at $ 18.51 , a [[gain]] of 6 cents .<SPLIT>[[[[Sentence2]]]]: Shares of EDS closed Thursday at $ 18.51 , up 6 [[cents]] on the New York Stock Exchange .","[[[[Sentence1]]]]: Shares in EDS closed on Thursday at $ 18.51 , a [[gained]] of 6 cents .<SPLIT>[[[[Sentence2]]]]: Shares of EDS closed Thursday at $ 18.51 , up 6 [[currencies]] on the New York Stock Exchange .",0.00449901819229126,0.5914278030395508,1,0,1,90,"Successful"
"[[[[Sentence1]]]]: Jirsa is being [[introduced]] as [[Marshall]] head [[coach]] today at a noon news conference in the Bob Hartley / Big Green Room of Cam Henderson Center , The Herald-Dispatch learned .<SPLIT>[[[[Sentence2]]]]: Jirsa will be introduced as the 25th Marshall basketball coach today at a press conference in the Henderson Center ’ s Big Green Room .","[[[[Sentence1]]]]: Jirsa is being [[provided]] as [[Marshal]] head [[mentoring]] today at a noon news conference in the Bob Hartley / Big Green Room of Cam Henderson Center , The Herald-Dispatch learned .<SPLIT>[[[[Sentence2]]]]: Jirsa will be introduced as the 25th Marshall basketball coach today at a press conference in the Henderson Center ’ s Big Green Room .",0.009519636631011963,0.6812466382980347,1,0,1,93,"Successful"
"[[[[Sentence1]]]]: Richard Grasso quit as chairman last week after losing the support of his [[board]] amid public furor over his $ 140 million pay package .<SPLIT>[[[[Sentence2]]]]: Grasso [[quit]] last week in the wake of a firestorm of criticism over his $ 140 million compensation package .","[[[[Sentence1]]]]: Richard Grasso quit as chairman last week after losing the support of his [[presidium]] amid public furor over his $ 140 million pay package .<SPLIT>[[[[Sentence2]]]]: Grasso [[parada]] last week in the wake of a firestorm of criticism over his $ 140 million compensation package .",0.013837158679962158,0.5919101238250732,1,0,1,108,"Successful"
"[[[[Sentence1]]]]: Police Chief Superintendent Jesus Verzosa , who heads the national police intelligence group that had custody of Ghozi , has offered to resign , according to Ebdane .<SPLIT>[[[[Sentence2]]]]: Police chief Superintendent Jesus Verzosa , who heads the national police intelligence group , which had custody of Al-Ghozi , offered his resignation , and Ebdane accepted it .","[[[[Sentence1]]]]: Police Chief Superintendent Jesus Verzosa , who heads the national police intelligence group that had custody of Ghozi , has offered to resign , according to Ebdane .<SPLIT>[[[[Sentence2]]]]: Police chief Superintendent Jesus Verzosa , who heads the national police intelligence group , which had custody of Al-Ghozi , offered his resignation , and Ebdane accepted it .",0.882771372795105,0.882771372795105,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: Powerful Mistral winds were fanning the flames , which have destroyed more than 8,000 hectares ( 20,000 acres ) of pinewood [[since]] the [[blazes]] [[started]] Monday afternoon .<SPLIT>[[[[Sentence2]]]]: Powerful [[Mistral]] winds were fanning the [[flames]] , which have [[destroyed]] more than 8000 hectares of pinewood since the blazes [[began]] on [[Monday]] [[afternoon]] .","[[[[Sentence1]]]]: Powerful Mistral winds were fanning the flames , which have destroyed more than 8,000 hectares ( 20,000 acres ) of pinewood [[unless]] the [[kindled]] [[introductory]] Monday afternoon .<SPLIT>[[[[Sentence2]]]]: Powerful [[Sailboat]] winds were fanning the [[incandescent]] , which have [[ravaging]] more than 8000 hectares of pinewood since the blazes [[hired]] on [[Nr]] [[tard]] .",0.003433704376220703,0.5004650354385376,1,0,1,383,"Successful"
"[[[[Sentence1]]]]: And as more than 100 people on death rows have been exonerated , other states have abridged or considered abridging the use of the death penalty .<SPLIT>[[[[Sentence2]]]]: As more than 100 people sentenced to death have been [[exonerated]] across the nation , other states have abridged or considered abridging the use of the death penalty .","[[[[Sentence1]]]]: And as more than 100 people on death rows have been exonerated , other states have abridged or considered abridging the use of the death penalty .<SPLIT>[[[[Sentence2]]]]: As more than 100 people sentenced to death have been [[immunities]] across the nation , other states have abridged or considered abridging the use of the death penalty .",0.0035685300827026367,0.7904869914054871,1,0,1,47,"Successful"
"[[[[Sentence1]]]]: The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is [[embarrassing]] the party .<SPLIT>[[[[Sentence2]]]]: Their differences on energy and Medicare have become so pointed other members say it is [[embarrassing]] to the party .","[[[[Sentence1]]]]: The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is [[exasperating]] the party .<SPLIT>[[[[Sentence2]]]]: Their differences on energy and Medicare have become so pointed other members say it is [[infuriating]] to the party .",0.008044123649597168,0.5441306233406067,1,0,1,79,"Successful"
"[[[[Sentence1]]]]: Numan was the Baath Party 's regional [[command]] chairman responsible for west Baghdad .<SPLIT>[[[[Sentence2]]]]: Al-Numan was a [[longtime]] [[member]] of the regional command of the Baath party .","[[[[Sentence1]]]]: Numan was the Baath Party 's regional [[commanding]] chairman responsible for west Baghdad .<SPLIT>[[[[Sentence2]]]]: Al-Numan was a [[ramshackle]] [[commissars]] of the regional command of the Baath party .",0.008827269077301025,0.5095013976097107,0,1,0,91,"Successful"
"[[[[Sentence1]]]]: Instead , prosecutors [[dismissed]] charges and Rucker left the courtroom a free man .<SPLIT>[[[[Sentence2]]]]: Instead he left the courtroom a free man after authorities dismissed criminal charges .","[[[[Sentence1]]]]: Instead , prosecutors [[refusals]] charges and Rucker left the courtroom a free man .<SPLIT>[[[[Sentence2]]]]: Instead he left the courtroom a free man after authorities dismissed criminal charges .",0.01611769199371338,0.7576137781143188,1,0,1,67,"Successful"
"[[[[Sentence1]]]]: LLEYTON Hewitt yesterday traded his tennis racquet for his first sporting passion - Australian football - as the world champion [[relaxed]] before his Wimbledon title defence .<SPLIT>[[[[Sentence2]]]]: LLEYTON Hewitt yesterday traded his tennis racquet for his first sporting passion – Australian rules football – as the world [[champion]] relaxed ahead of his [[Wimbledon]] defence .","[[[[Sentence1]]]]: LLEYTON Hewitt yesterday traded his tennis racquet for his first sporting passion - Australian football - as the world champion [[permissive]] before his Wimbledon title defence .<SPLIT>[[[[Sentence2]]]]: LLEYTON Hewitt yesterday traded his tennis racquet for his first sporting passion – Australian rules football – as the world [[slugger]] relaxed ahead of his [[Leyton]] defence .",0.0033116936683654785,0.6003917455673218,1,0,1,110,"Successful"
"[[[[Sentence1]]]]: Microsoft says customers can install applications and software on their handset wirelessly or from a PC via [[USB]] connection .<SPLIT>[[[[Sentence2]]]]: Additional applications and software can be downloaded via the phone or from a PC via a USB connection .","[[[[Sentence1]]]]: Microsoft says customers can install applications and software on their handset wirelessly or from a PC via [[ADAPTOR]] connection .<SPLIT>[[[[Sentence2]]]]: Additional applications and software can be downloaded via the phone or from a PC via a USB connection .",0.015901029109954834,0.5934808254241943,1,0,1,29,"Successful"
"[[[[Sentence1]]]]: Shares of Schering-Plough were off 2 [[cents]] at $ 16.78 near midday on the New York Stock Exchange .<SPLIT>[[[[Sentence2]]]]: Shares of Schering-Plough closed down 4 [[cents]] at $ 16.76 in Thursday trade on the New York Stock Exchange .","[[[[Sentence1]]]]: Shares of Schering-Plough were off 2 [[currencies]] at $ 16.78 near midday on the New York Stock Exchange .<SPLIT>[[[[Sentence2]]]]: Shares of Schering-Plough closed down 4 [[cent]] at $ 16.76 in Thursday trade on the New York Stock Exchange .",0.006706714630126953,0.5161527395248413,1,0,1,61,"Successful"
"[[[[Sentence1]]]]: The Episcopal Church ' ' is alienating itself from the Anglican Communion , ' ' said the Very [[Rev]]. Peter Karanja , provost of the All Saints Cathedral , in [[Nairobi]] .<SPLIT>[[[[Sentence2]]]]: [[In]] Nairobi , the [[provost]] of All Saints Cathedral , the Very Reverend Peter Karanja , said the US Episcopal Church was [[alienating]] itself from the Anglican Communion .","[[[[Sentence1]]]]: The Episcopal Church ' ' is alienating itself from the Anglican Communion , ' ' said the Very [[Priest]]. Peter Karanja , provost of the All Saints Cathedral , in [[Masai]] .<SPLIT>[[[[Sentence2]]]]: [[About]] Nairobi , the [[deane]] of All Saints Cathedral , the Very Reverend Peter Karanja , said the US Episcopal Church was [[kowtowing]] itself from the Anglican Communion .",0.0025444626808166504,0.651437520980835,1,0,1,105,"Successful"
"[[[[Sentence1]]]]: "" The issue has been resolved , "" Marlins President David Samson [[said]] through a club [[spokesman]] .<SPLIT>[[[[Sentence2]]]]: The Marlins only said : "" The issue has been resolved . ""","[[[[Sentence1]]]]: "" The issue has been resolved , "" Marlins President David Samson [[says]] through a club [[presenter]] .<SPLIT>[[[[Sentence2]]]]: The Marlins only said : "" The issue has been resolved . """,0.016453981399536133,0.7240101099014282,1,0,1,77,"Successful"
"[[[[Sentence1]]]]: [[The]] broader [[Standard]] & Poor 's 500 [[Index]] .SPX was down 0.04 [[points]] , or 0 [[percent]] , at 971.52 .<SPLIT>[[[[Sentence2]]]]: [[Standard]] & [[Poor]] 's 500 [[stock]] index futures for [[June]] were down 2.60 [[points]] at 965.70 , while Nasdaq futures were down 7.50 [[points]] at 1,183.50 .","[[[[Sentence1]]]]: [[Both]] broader [[Routines]] & Poor 's 500 [[Indicators]] .SPX was down 0.04 [[outposts]] , or 0 [[ratio]] , at 971.52 .<SPLIT>[[[[Sentence2]]]]: [[Lambda]] & [[Poorest]] 's 500 [[securities]] index futures for [[January]] were down 2.60 [[facets]] at 965.70 , while Nasdaq futures were down 7.50 [[facets]] at 1,183.50 .",0.01208728551864624,0.24174559116363525,0,0,0,403,"Failed"
"[[[[Sentence1]]]]: "" I don 't see the urgency of this , and I am not going to grant this request . ""<SPLIT>[[[[Sentence2]]]]: "" I don 't see the urgency in this [[so]] I 'm not going to [[grant]] it , "" West said .","[[[[Sentence1]]]]: "" I don 't see the urgency of this , and I am not going to grant this request . ""<SPLIT>[[[[Sentence2]]]]: "" I don 't see the urgency in this [[where]] I 'm not going to [[conferring]] it , "" West said .",0.024107635021209717,0.7373040914535522,1,0,1,62,"Successful"
"[[[[Sentence1]]]]: In its [[statement]] , the [[bank]] [[said]] it believed "" the long-term prospects for the [[energy]] sector in the United Kingdom remain attractive . ""<SPLIT>[[[[Sentence2]]]]: "" We believe the long-term [[prospects]] for the [[energy]] [[sector]] in the UK [[remain]] [[attractive]] , "" Goldman said .","[[[[Sentence1]]]]: In its [[discourses]] , the [[shoreline]] [[explain]] it believed "" the long-term prospects for the [[strength]] sector in the United Kingdom remain attractive . ""<SPLIT>[[[[Sentence2]]]]: "" We believe the long-term [[perspectives]] for the [[wattage]] [[zone]] in the UK [[permanence]] [[charmer]] , "" Goldman said .",0.003053128719329834,0.5370594263076782,1,0,1,304,"Successful"
"[[[[Sentence1]]]]: The tour plans to make stops in 103 cities before rallying in [[Washington]] on Oct. 1-2 , and in [[New]] [[York]] City on Oct. 3-4 .<SPLIT>[[[[Sentence2]]]]: The tour will stop in 103 [[cities]] before rallying in Washington on Oct. 1 and 2 , and [[New]] [[York]] on [[Oct]]. 3 and 4 .","[[[[Sentence1]]]]: The tour plans to make stops in 103 cities before rallying in [[Dc]] on Oct. 1-2 , and in [[Nova]] [[Ny]] City on Oct. 3-4 .<SPLIT>[[[[Sentence2]]]]: The tour will stop in 103 [[boroughs]] before rallying in Washington on Oct. 1 and 2 , and [[Ny]] [[Yorke]] on [[October]]. 3 and 4 .",0.0059021711349487305,0.6872501373291016,1,0,1,128,"Successful"
"[[[[Sentence1]]]]: "" City-grown pollution , and ozone in particular , is tougher on country trees , "" says Cornell University ecologist Jillian Gregg .<SPLIT>[[[[Sentence2]]]]: "" I know this sounds counterintuitive , but it 's true : City-grown pollution -- and ozone in particular -- is tougher on country trees , "" U.S. ecologist Jillian Gregg said .","[[[[Sentence1]]]]: "" City-grown pollution , and ozone in particular , is tougher on country trees , "" says Cornell University ecologist Jillian Gregg .<SPLIT>[[[[Sentence2]]]]: "" I know this sounds counterintuitive , but it 's true : City-grown pollution -- and ozone in particular -- is tougher on country trees , "" U.S. ecologist Jillian Gregg said .",0.9940219521522522,0.9940219521522522,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: Elecia Battle , of [[Cleveland]] , [[told]] [[police]] she dropped her [[purse]] as she left the Quick Shop [[Food]] Mart [[last]] week after [[buying]] the ticket .<SPLIT>[[[[Sentence2]]]]: Elecia Battle dropped her purse after buying the [[Mega]] [[Millions]] Lottery [[ticket]] last [[week]] and [[believes]] the ticket [[blew]] away .","[[[[Sentence1]]]]: Elecia Battle , of [[Youngstown]] , [[said]] [[gendarmes]] she dropped her [[packed]] as she left the Quick Shop [[Gastronomy]] Mart [[final]] week after [[purchased]] the ticket .<SPLIT>[[[[Sentence2]]]]: Elecia Battle dropped her purse after buying the [[Titan]] [[Miilion]] Lottery [[bucks]] last [[zhou]] and [[felt]] the ticket [[jumped]] away .",0.028206706047058105,0.5230642557144165,0,1,0,533,"Successful"
"[[[[Sentence1]]]]: [[When]] [[fully]] operational , the facility is expected to employ up to 1,000 people .<SPLIT>[[[[Sentence2]]]]: The plant would employ 1,000 [[people]] when [[fully]] built out , the company said .","[[[[Sentence1]]]]: [[Once]] [[abundantly]] operational , the facility is expected to employ up to 1,000 people .<SPLIT>[[[[Sentence2]]]]: The plant would employ 1,000 [[inhabitant]] when [[amply]] built out , the company said .",0.0037799477577209473,0.5322381258010864,1,0,1,134,"Successful"
"[[[[Sentence1]]]]: The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons .<SPLIT>[[[[Sentence2]]]]: Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons .","[[[[Sentence1]]]]: The Senate agreed Tuesday to lift a 10-year-old ban on the research and development of low-yield nuclear weapons .<SPLIT>[[[[Sentence2]]]]: Both the House and Senate bills would end the ban on research and development of low-yield nuclear weapons .",0.7746514081954956,0.7746514081954956,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: [[Shares]] of McDonald 's rose $ 1.83 , or 8.3 percent , to close at the day 's high of $ 23.89 .<SPLIT>[[[[Sentence2]]]]: McDonald 's [[shares]] rose $ 1.83 to close Friday at $ 23.89 on the New York Stock Exchange .","[[[[Sentence1]]]]: [[Pooled]] of McDonald 's rose $ 1.83 , or 8.3 percent , to close at the day 's high of $ 23.89 .<SPLIT>[[[[Sentence2]]]]: McDonald 's [[share]] rose $ 1.83 to close Friday at $ 23.89 on the New York Stock Exchange .",0.005745232105255127,0.6124411225318909,1,0,1,76,"Successful"
"[[[[Sentence1]]]]: The girls and three of the cadets were cited for underage drinking .<SPLIT>[[[[Sentence2]]]]: The girls , ages 16 and 18 , were ticketed for underage [[drinking]] along with three of the cadets .","[[[[Sentence1]]]]: The girls and three of the cadets were cited for underage drinking .<SPLIT>[[[[Sentence2]]]]: The girls , ages 16 and 18 , were ticketed for underage [[bu]] along with three of the cadets .",0.004652917385101318,0.9388110041618347,1,0,1,52,"Successful"
"[[[[Sentence1]]]]: Oracle Corp 's Chairman and CEO Larry Ellison didn 't rule out sweetening the company 's unsolicited offer to acquire rival PeopleSoft Inc .<SPLIT>[[[[Sentence2]]]]: Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft .","[[[[Sentence1]]]]: Oracle Corp 's Chairman and CEO Larry Ellison didn 't rule out sweetening the company 's unsolicited offer to acquire rival PeopleSoft Inc .<SPLIT>[[[[Sentence2]]]]: Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft .",0.98037189245224,0.98037189245224,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: Former Indiana Rep. Frank McCloskey , 64 , died Sunday in Bloomington after a battle with bladder cancer .<SPLIT>[[[[Sentence2]]]]: McCloskey [[died]] Sunday afternoon in his home after a year-long battle with bladder cancer .","[[[[Sentence1]]]]: Former Indiana Rep. Frank McCloskey , 64 , died Sunday in Bloomington after a battle with bladder cancer .<SPLIT>[[[[Sentence2]]]]: McCloskey [[goner]] Sunday afternoon in his home after a year-long battle with bladder cancer .",0.004432380199432373,0.7304551005363464,1,0,1,70,"Successful"
"[[[[Sentence1]]]]: The [[bill]] also requires the FCC to hold at least five [[public]] hearings before [[voting]] on future [[ownership]] [[changes]] .<SPLIT>[[[[Sentence2]]]]: Another component of the bill would require the FCC to hold at least five public hearings on future ownership rule changes before voting .","[[[[Sentence1]]]]: The [[act]] also requires the FCC to hold at least five [[pubic]] hearings before [[plebiscite]] on future [[malek]] [[metamorphosis]] .<SPLIT>[[[[Sentence2]]]]: Another component of the bill would require the FCC to hold at least five public hearings on future ownership rule changes before voting .",0.0028293728828430176,0.5199109315872192,1,0,1,154,"Successful"
"[[[[Sentence1]]]]: State government sources said Travis ' move was a direct result of the controversy over the Boudin parole [[decision]] .<SPLIT>[[[[Sentence2]]]]: Sources say this decision was a direct result of the decision to release Boudin .","[[[[Sentence1]]]]: State government sources said Travis ' move was a direct result of the controversy over the Boudin parole [[deciding]] .<SPLIT>[[[[Sentence2]]]]: Sources say this decision was a direct result of the decision to release Boudin .",0.021921098232269287,0.8706263303756714,1,0,1,43,"Successful"
"[[[[Sentence1]]]]: The Nikkei average closed up 1.5 percent at 8,152.16 , a one-month high .<SPLIT>[[[[Sentence2]]]]: The Nikkei average ended the [[morning]] up half a percent at 8,071.00 .","[[[[Sentence1]]]]: The Nikkei average closed up 1.5 percent at 8,152.16 , a one-month high .<SPLIT>[[[[Sentence2]]]]: The Nikkei average ended the [[matin]] up half a percent at 8,071.00 .",0.3065055012702942,0.5599837303161621,0,1,0,37,"Successful"
"[[[[Sentence1]]]]: According to the Census [[Bureau]] , the [[Hispanic]] [[population]] [[increased]] by 9.8 [[percent]] from the April 2000 census [[figures]] .<SPLIT>[[[[Sentence2]]]]: The Hispanic population increased by 9.8per [[cent]] from the April 2000 census [[figures]] , despite less [[favourable]] [[social]] and [[economic]] conditions than in the 1990s .","[[[[Sentence1]]]]: According to the Census [[Bureaus]] , the [[Latino]] [[inhabitant]] [[increases]] by 9.8 [[percentage]] from the April 2000 census [[figure]] .<SPLIT>[[[[Sentence2]]]]: The Hispanic population increased by 9.8per [[centimes]] from the April 2000 census [[graphs]] , despite less [[encouraging]] [[sympathetic]] and [[save]] conditions than in the 1990s .",0.014225125312805176,0.03879952430725098,0,0,0,435,"Failed"
"[[[[Sentence1]]]]: The company said it would cut the wholesale price of most top-line CDs to $ 9.09 from $ 12.02 .<SPLIT>[[[[Sentence2]]]]: The company also said it would cut wholesale prices on cassettes and [[change]] the suggested retail price to $ 8.98 .","[[[[Sentence1]]]]: The company said it would cut the wholesale price of most top-line CDs to $ 9.09 from $ 12.02 .<SPLIT>[[[[Sentence2]]]]: The company also said it would cut wholesale prices on cassettes and [[transformations]] the suggested retail price to $ 8.98 .",0.01000601053237915,0.8579354882240295,0,1,0,75,"Successful"
